,train,valid
0,0.3520003939047456,0.9928393542766571
1,0.296009611710906,1.085501106083393
2,0.31078695142641666,1.0463564038276671
3,0.28212971426546574,1.1968613594770432
4,0.3091240718960762,1.0191044211387634
5,0.26375816501677035,0.7585843458771706
6,0.2879868635907769,1.100259993970394
7,0.27611803729087114,0.8925069943070412
8,0.2578601370565593,1.232617399096489
9,0.31202752236276865,1.0801246598362924
10,0.28315634913742543,1.231984794139862
11,0.26727923434227707,1.0422678887844086
12,0.2752554738894105,1.153073987364769
13,0.2764896061271429,1.3457124888896943
14,0.2867304526269436,1.403410518169403
15,0.26548055186867714,1.0697488516569138
16,0.29425074718892574,1.4287723064422608
17,0.25011708987876774,1.2013355314731597
18,0.267232586722821,1.2050993144512177
19,0.2833250261843204,1.048509143292904
20,0.2763795260339975,1.0872389316558837
21,0.27224350059404967,1.2309760123491287
22,0.2744168187491596,1.084466576576233
23,0.2715283269993961,0.9218881636857986
24,0.2897723173722625,1.1886686936020852
25,0.25208790265023706,1.0400173723697663
26,0.29351419284939767,1.6604275763034821
27,0.26483150031417607,1.547160017490387
28,0.2796212860383093,0.9002710148692131
29,0.2699277945794165,1.06077329069376
30,0.2564846851862967,1.1244074314832688
31,0.26717009022831917,1.3753639191389084
32,0.2743885044939816,1.2339145451784135
33,0.2560964923352003,1.1562895208597184
34,0.2631030370481312,1.1019227266311646
35,0.25206950316205623,1.213661903142929
36,0.3084981651045382,1.2388152450323104
37,0.25872545782476664,1.0610781550407409
38,0.2764281894080341,1.0522957131266595
39,0.26498474897816776,0.9613214492797851
40,0.24167770436033606,1.0264575719833373
41,0.2540224989876151,1.1315844662487506
42,0.2762456170283258,1.0367407903075219
43,0.2613402815535665,1.0617774039506913
44,0.2806285575963557,1.0303721278905869
45,0.24074614951387047,1.2234036132693291
46,0.26884258147329093,1.0482114359736443
47,0.2420953093096614,1.1170245215296746
48,0.25290280357003214,1.024073673784733
49,0.2577015243470669,0.8450010195374489
50,0.2594094093888998,1.0187580034136772
51,0.23246052637696266,1.2143706977367401
52,0.24326523700729014,0.8951511725783348
53,0.2559341839514673,0.8702226996421814
54,0.2560450391843915,1.1221216440200805
55,0.23696567686274647,0.9236831903457642
56,0.2679917637258768,1.589155411720276
57,0.2523382328916341,1.4576728582382201
58,0.25504675079137085,1.5164666175842285
59,0.25743283284828067,1.430412656068802
60,0.24527505394071342,1.438194990158081
61,0.2581467273645103,1.1740361094474792
62,0.25997846433892846,1.2216218367218972
63,0.2528447793796659,1.020280334353447
64,0.2584271560423076,1.1653605923056602
65,0.24183572260662914,1.019808092713356
66,0.24304117127321662,1.1395764216780662
67,0.24967830711975694,1.2828074932098388
68,0.2577651177532971,1.0456816360354424
69,0.24394008060917258,1.2615675911307336
70,0.23402821458876133,0.9130260542035102
71,0.21335199936293064,0.9669761776924133
72,0.2429482901468873,1.1939145267009734
73,0.2091281173750758,1.1682819500565529
74,0.25961290309205654,0.8988876283168793
75,0.2442143545486033,1.0905897304415704
76,0.22773900339379907,0.8192295655608177
77,0.2549977737478912,1.4471301078796386
78,0.22851380989886821,1.014157208800316
79,0.2546391576062888,1.0974547535181045
80,0.23026796327903867,1.0838170379400254
81,0.24796150410547851,1.061919042468071
82,0.2572178169619292,1.0350972965359688
83,0.23670986015349627,1.2621981918811798
84,0.24491940177977084,1.1283790946006775
85,0.2441908584907651,1.0356969237327576
86,0.2289393676444888,1.3687381744384766
87,0.2450570076238364,1.0892375320196153
88,0.2277512239292264,1.0811781734228134
89,0.24337247284129263,0.9146374642848969
90,0.22905323784798384,1.1787739142775535
91,0.23548741023987532,1.5788835108280181
92,0.23801946444436908,1.3701502501964569
93,0.2572929451242089,1.3486472606658935
94,0.2382719025015831,1.3085245549678803
95,0.24463845351710917,1.1167163610458375
96,0.2530453763436526,1.153415423631668
97,0.21866927100345493,1.3523040294647217
98,0.23882599100470542,1.215130403637886
99,0.24529027421958743,1.864573073387146
100,0.2339146038517356,1.3548591792583466
