accuracy,loss,one_hot_mean_io_u,val_accuracy,val_loss,val_one_hot_mean_io_u
0.1296038180589676,0.00743837421759963,0.047448862344026566,0.16669075191020966,0.007337409071624279,0.052341241389513016
0.20188544690608978,0.006532358471304178,0.060641009360551834,0.2420981377363205,0.006554427091032267,0.05960218980908394
0.2435135692358017,0.005767642054706812,0.06487338244915009,0.2430393248796463,0.005940489936619997,0.05628808215260506
0.24495048820972443,0.005329998675733805,0.06259677559137344,0.25769978761672974,0.005556775722652674,0.05635480955243111
0.25304409861564636,0.005017071031033993,0.06431855261325836,0.25499919056892395,0.00530648697167635,0.058603204786777496
0.26040205359458923,0.0048324791714549065,0.06876949965953827,0.24783876538276672,0.0050927684642374516,0.05956323817372322
0.25957927107810974,0.004719601012766361,0.07079051434993744,0.23952648043632507,0.004969294648617506,0.05880242586135864
0.26334771513938904,0.004583485424518585,0.07295899093151093,0.2293805480003357,0.0048805414699018,0.06721454858779907
0.2642672061920166,0.004511737264692783,0.0774129182100296,0.23811817169189453,0.004816524218767881,0.0702066719532013
0.2653559446334839,0.004385411739349365,0.07722868770360947,0.22680765390396118,0.004721417091786861,0.06974188983440399
0.26970207691192627,0.004287998657673597,0.08181663602590561,0.23310236632823944,0.004557065665721893,0.07815922796726227
0.2638855576515198,0.004243187606334686,0.0817854255437851,0.22664287686347961,0.004532462451606989,0.07536443322896957
0.27530887722969055,0.004128217231482267,0.0852118507027626,0.22428762912750244,0.004498675931245089,0.07396113872528076
0.2824695110321045,0.004041049629449844,0.09054300934076309,0.22009296715259552,0.004453039728105068,0.07623288035392761
0.2810376286506653,0.0039655352011322975,0.09147810935974121,0.22020454704761505,0.004370233975350857,0.07651196420192719
0.28903505206108093,0.003838503500446677,0.09697195142507553,0.23415148258209229,0.004263559356331825,0.08339253067970276
0.296488881111145,0.003752859076485038,0.10175266116857529,0.2363085299730301,0.00430880393832922,0.08721578121185303
0.30036377906799316,0.003690510056912899,0.10448701679706573,0.24016137421131134,0.00422533368691802,0.08958248049020767
0.3089199364185333,0.003540435340255499,0.10925410687923431,0.25529807806015015,0.004273591097444296,0.0979609489440918
0.31143420934677124,0.003571848152205348,0.10944755375385284,0.251252681016922,0.004054330289363861,0.09466831386089325
0.32312044501304626,0.0034354839008301497,0.11808798462152481,0.24226535856723785,0.004111780319362879,0.09122845530509949
0.3238028585910797,0.0033843214623630047,0.1192820817232132,0.26122546195983887,0.0040425523184239864,0.09863421320915222
0.33124586939811707,0.0032948029693216085,0.12476225197315216,0.26758864521980286,0.003960664849728346,0.10651010274887085
0.33530092239379883,0.003194152843207121,0.12591341137886047,0.28732162714004517,0.0039050995837897062,0.11390656977891922
0.35479265451431274,0.003042613621801138,0.13561996817588806,0.2917398512363434,0.003969627898186445,0.12131033837795258
0.36358994245529175,0.0029268357902765274,0.14309808611869812,0.2881879508495331,0.003913072869181633,0.1178719624876976
0.36568018794059753,0.002873023971915245,0.14399483799934387,0.2971448600292206,0.004049115814268589,0.12245821952819824
0.37201642990112305,0.002864489099010825,0.15011931955814362,0.3006472885608673,0.0038265641778707504,0.12342745810747147
0.3781037926673889,0.002735681599006057,0.15199057757854462,0.31247246265411377,0.0038494067266583443,0.1296347975730896
0.376302033662796,0.0027339099906384945,0.15158919990062714,0.3018898069858551,0.0037543494254350662,0.12770915031433105
0.39230647683143616,0.002622005995362997,0.16278937458992004,0.30114686489105225,0.004229168873280287,0.12096019834280014
0.3825512230396271,0.002669934183359146,0.15874730050563812,0.32543429732322693,0.0038064788095653057,0.13651540875434875
0.4061058759689331,0.0024350048042833805,0.171739861369133,0.3232991397380829,0.0037643276154994965,0.13782210648059845
0.40366145968437195,0.002442050725221634,0.16965259611606598,0.3259662985801697,0.003738428931683302,0.14131520688533783
0.42367416620254517,0.002325179288163781,0.18714667856693268,0.3218468725681305,0.0037335308734327555,0.1448565125465393
0.4265839755535126,0.0022606919519603252,0.18752163648605347,0.34260818362236023,0.003705982817336917,0.148867666721344
0.44021087884902954,0.0021763083059340715,0.19794861972332,0.3398999571800232,0.0037168823182582855,0.1518535017967224
0.44151973724365234,0.002149610547348857,0.20116665959358215,0.35025009512901306,0.003688061609864235,0.1603536307811737
0.4517829120159149,0.002050318056717515,0.21372954547405243,0.34406036138534546,0.003565457882359624,0.15953360497951508
0.4504742920398712,0.0020600243005901575,0.21709270775318146,0.35628435015678406,0.003838291857391596,0.1654733419418335
0.44626763463020325,0.0020836719777435064,0.21460554003715515,0.34481486678123474,0.003761381609365344,0.15828374028205872
0.4694705903530121,0.0019398541189730167,0.22785575687885284,0.3553626537322998,0.003868974046781659,0.16559386253356934
0.48452913761138916,0.0018412632634863257,0.24444787204265594,0.37001070380210876,0.0035985249560326338,0.1732020229101181
0.4836370050907135,0.0017783050425350666,0.24355144798755646,0.3467949628829956,0.004007816314697266,0.16355501115322113
0.4882795214653015,0.0017292951233685017,0.2536671757698059,0.3539056181907654,0.0038463729433715343,0.16770732402801514
0.4996544420719147,0.001670847530476749,0.2594175934791565,0.37445923686027527,0.0037549727130681276,0.17600801587104797
0.5139025449752808,0.0016354775289073586,0.27384743094444275,0.3389336168766022,0.003922359552234411,0.15706676244735718
0.5024348497390747,0.0016737355617806315,0.2624427080154419,0.35496583580970764,0.00374727719463408,0.16830047965049744
0.5194961428642273,0.001568625564686954,0.2766280174255371,0.3914254903793335,0.003784964792430401,0.19000515341758728
0.510937511920929,0.0015844529261812568,0.27849534153938293,0.38898733258247375,0.0038040406070649624,0.1841673105955124
0.4950557053089142,0.0017960664117708802,0.2594772279262543,0.3883626163005829,0.0038203755393624306,0.18401306867599487
0.5209587216377258,0.0015705304685980082,0.2836352586746216,0.3936580717563629,0.003861083183437586,0.18925029039382935
0.5243648290634155,0.001508620334789157,0.29291364550590515,0.4047444760799408,0.0037713085766881704,0.19720107316970825
0.525004506111145,0.0014895705971866846,0.29236841201782227,0.38039761781692505,0.0038232177030295134,0.18408599495887756
0.5508568286895752,0.0013535601319745183,0.31857484579086304,0.38570070266723633,0.0038475964684039354,0.18690037727355957
0.5522472262382507,0.0013364928308874369,0.3235747218132019,0.40360504388809204,0.003791764145717025,0.1955001950263977
0.5625390410423279,0.0012848414480686188,0.33237597346305847,0.395834356546402,0.003891410306096077,0.193156898021698
0.5767069458961487,0.0012015356915071607,0.3510608971118927,0.41358664631843567,0.003739612875506282,0.20046815276145935
0.5872493982315063,0.001128175761550665,0.3550300896167755,0.41915714740753174,0.0038356161676347256,0.20347288250923157
0.5960059762001038,0.001107288058847189,0.3618646562099457,0.41343164443969727,0.00377021380700171,0.20434916019439697
0.5829891562461853,0.0011432018363848329,0.3571179509162903,0.4001484811306,0.003931927029043436,0.19706939160823822
0.5726001262664795,0.0012054748367518187,0.3463899493217468,0.41625458002090454,0.0037252570036798716,0.20504969358444214
0.5789774656295776,0.0011752265272662044,0.3483378291130066,0.4035516381263733,0.0037768997717648745,0.20076169073581696
0.5842137932777405,0.0011104380246251822,0.3559635877609253,0.41810816526412964,0.003968094941228628,0.20472079515457153
0.5863207578659058,0.0011515968944877386,0.3495844602584839,0.41003474593162537,0.004089051391929388,0.2004188746213913
0.5987416505813599,0.0010764207690954208,0.3646549582481384,0.415738046169281,0.003916087560355663,0.206596240401268
0.6109540462493896,0.0009727252763696015,0.38667434453964233,0.42329463362693787,0.0039894962683320045,0.2120320349931717
0.6229709386825562,0.000926901469938457,0.3987703025341034,0.4095345437526703,0.003989973571151495,0.20129244029521942
0.6188989877700806,0.00093854806618765,0.3882293403148651,0.4242111146450043,0.003954105544835329,0.20913782715797424
0.620953381061554,0.0009602381614968181,0.3953877091407776,0.4307328760623932,0.003920871764421463,0.21445685625076294
0.6089693307876587,0.0010277681285515428,0.3745134174823761,0.4118131399154663,0.0039920140989124775,0.2058676928281784
0.6088814735412598,0.0009910495718941092,0.38006591796875,0.4058781862258911,0.004373285919427872,0.19910544157028198
0.6097927093505859,0.0009710994781926274,0.3832465708255768,0.41432294249534607,0.004064508713781834,0.2069520205259323
0.6031003594398499,0.0010502580553293228,0.37619858980178833,0.4264329969882965,0.00394482770934701,0.2158261239528656
0.6243205666542053,0.0009442497394047678,0.39349251985549927,0.4192514717578888,0.004056008066982031,0.21292661130428314
0.617131233215332,0.000910061236936599,0.393638551235199,0.4250407814979553,0.0038997798692435026,0.21144913136959076
0.6317309141159058,0.0008684825152158737,0.40131083130836487,0.436649888753891,0.004092030227184296,0.22150233387947083
0.6417336463928223,0.0008300167392008007,0.41558942198753357,0.4356425404548645,0.004155308473855257,0.2188376635313034
0.6404521465301514,0.0008239088929258287,0.41402149200439453,0.4249264895915985,0.004209177568554878,0.2163349986076355
0.6549274921417236,0.0007457943866029382,0.4326938986778259,0.4464392066001892,0.004053909331560135,0.22657662630081177
0.6614041328430176,0.000715535890776664,0.4330407977104187,0.4343874454498291,0.004243938717991114,0.21831822395324707
0.6619148254394531,0.000706025050021708,0.43843191862106323,0.443541944026947,0.0041399323381483555,0.22544582188129425
0.6632832884788513,0.0007020723423920572,0.43406420946121216,0.4413434863090515,0.0041879513300955296,0.2245957851409912
0.6658005118370056,0.0006908937939442694,0.44146376848220825,0.4332149028778076,0.004237380810081959,0.21946753561496735
0.6736553311347961,0.0006598459440283477,0.44330087304115295,0.44917991757392883,0.004247617907822132,0.22184525430202484
0.6711533665657043,0.0006627218681387603,0.4379235804080963,0.43677622079849243,0.004353615455329418,0.216303750872612
0.6696369051933289,0.0006718339864164591,0.44286638498306274,0.45139601826667786,0.004189504310488701,0.2253151684999466
0.6689651012420654,0.0006811948260292411,0.43851438164711,0.4374276399612427,0.00429159589111805,0.22229330241680145
0.6598290205001831,0.0007278336561284959,0.43158236145973206,0.44831523299217224,0.004246181808412075,0.23005779087543488
0.6524524688720703,0.0007602206896990538,0.41905778646469116,0.44686201214790344,0.004372585564851761,0.22299626469612122
0.6587034463882446,0.000712368986569345,0.43251243233680725,0.43964317440986633,0.004366081673651934,0.21950247883796692
0.6722029447555542,0.000650461413897574,0.4417664408683777,0.44839155673980713,0.004222814459353685,0.22316275537014008
0.6781154274940491,0.0006137293530628085,0.4529217779636383,0.45135658979415894,0.0042742169462144375,0.2304505556821823
0.6830115914344788,0.0005967748002149165,0.45508575439453125,0.45206519961357117,0.004368482157588005,0.2292024791240692
0.6805006265640259,0.0006045624031685293,0.456443727016449,0.4502888023853302,0.0044243517331779,0.22572734951972961
0.6850913763046265,0.0005861488170921803,0.4581018388271332,0.45889946818351746,0.004357303027063608,0.23238788545131683
0.6825752854347229,0.0006057832506485283,0.4490657448768616,0.4459105432033539,0.0044285026378929615,0.22390097379684448
