accuracy,loss,mse,one_hot_mean_io_u_1,val_accuracy,val_loss,val_mse,val_one_hot_mean_io_u_1
0.021996837109327316,5.538976669311523,0.08613315969705582,0.010438984259963036,0.012746318243443966,3.683624744415283,0.0898674950003624,0.0058398121036589146
0.04173867776989937,7.635099411010742,0.08707156032323837,0.018550006672739983,0.011992476880550385,3.2923455238342285,0.09044055640697479,0.0056001110933721066
0.015078699216246605,4.394397735595703,0.08625227957963943,0.009651494212448597,0.0077107748948037624,2.3464741706848145,0.08873921632766724,0.003327703569084406
0.01225901860743761,5.064724445343018,0.08728094398975372,0.006916058715432882,0.002533388789743185,3.191352605819702,0.08848792314529419,0.0005619794246740639
0.018954090774059296,4.8937458992004395,0.08655674755573273,0.009422868490219116,0.0216948464512825,10.245694160461426,0.08922192454338074,0.0068266866728663445
0.019073037430644035,5.866927623748779,0.0862080305814743,0.011204306036233902,0.02216392755508423,10.519575119018555,0.08522192388772964,0.006904144771397114
0.01621273346245289,6.775760173797607,0.08747995644807816,0.010926381684839725,0.06814438849687576,26.63608741760254,0.08440200239419937,0.0139384213835001
0.02537156082689762,12.484597206115723,0.08795765042304993,0.012099367566406727,0.0840105190873146,35.29361343383789,0.09055658429861069,0.009431869722902775
0.026493260636925697,8.458791732788086,0.08651205897331238,0.013879495672881603,0.012742592953145504,3.5925467014312744,0.08958327770233154,0.005370343569666147
0.02388826198875904,10.177212715148926,0.08562780916690826,0.01168582309037447,0.02626051940023899,15.65565013885498,0.08977051824331284,0.007820520550012589
0.015968753024935722,6.108730316162109,0.08640506863594055,0.008621864952147007,0.026307370513677597,7.5113067626953125,0.08014750480651855,0.00747328344732523
0.01802673377096653,7.278289318084717,0.08657965809106827,0.011540909297764301,0.021727655082941055,7.384793281555176,0.07553645223379135,0.010538938455283642
0.014923490583896637,5.919077396392822,0.08719079941511154,0.007971413433551788,0.015055052004754543,3.1218106746673584,0.08277755230665207,0.007027670741081238
0.05503538250923157,21.999656677246094,0.08782251924276352,0.019481180235743523,0.01801382377743721,17.81135368347168,0.0896385908126831,0.00209144433028996
0.017814062535762787,10.333890914916992,0.08751247078180313,0.012384683825075626,0.017468662932515144,5.304845809936523,0.08884061872959137,0.008458027616143227
0.014042411930859089,6.043454647064209,0.08563264459371567,0.008009223267436028,0.010005252435803413,2.4171087741851807,0.08914010971784592,0.005458557978272438
0.008545729331672192,6.857933044433594,0.08719062060117722,0.004802740179002285,0.06926021724939346,13.818849563598633,0.08837873488664627,0.019606607034802437
0.01711197756230831,7.359658241271973,0.08746585249900818,0.011292018927633762,0.03609348461031914,22.164072036743164,0.08667139708995819,0.008153187111020088
0.02182757295668125,10.977798461914062,0.08641038835048676,0.011303235776722431,0.01795952394604683,20.513141632080078,0.08924134820699692,0.0020501520484685898
0.009148110635578632,8.159377098083496,0.08812835812568665,0.0050497232005000114,0.0044047036208212376,6.661160469055176,0.09023240208625793,0.0005392823368310928
0.009900189936161041,6.307331085205078,0.08667359501123428,0.006764349527657032,0.012500745244324207,5.0451178550720215,0.08205891400575638,0.005353926680982113
0.012606470845639706,5.21707820892334,0.08718004822731018,0.007275731768459082,0.00191107380669564,1.1839133501052856,0.08891651779413223,0.0009347707964479923
0.019489960744976997,12.460959434509277,0.08754608035087585,0.009037153795361519,0.00442246999591589,7.074666976928711,0.09037737548351288,0.0005424936534836888
0.024006813764572144,12.709084510803223,0.08844844251871109,0.01372397132217884,2.7293890525470488e-05,1.9147264957427979,0.08968739211559296,4.2179231968475506e-05
0.013254448771476746,6.810588359832764,0.08791667968034744,0.008986803703010082,0.03870968520641327,20.396564483642578,0.08173995465040207,0.010866979137063026
0.01032551471143961,5.9284210205078125,0.08706244826316833,0.006802367977797985,0.03492271155118942,15.664956092834473,0.07828236371278763,0.010469542816281319
0.025447046384215355,13.581404685974121,0.08859318494796753,0.013203265145421028,0.2501179277896881,55.09415054321289,0.08938759565353394,0.027891354635357857
0.02152794413268566,12.432622909545898,0.0879032164812088,0.011510798707604408,0.010119800455868244,1.9747191667556763,0.08205751329660416,0.005375671200454235
0.013340543955564499,5.804274559020996,0.086916983127594,0.007805624045431614,0.009786113165318966,1.2224305868148804,0.08885800838470459,0.005296485032886267
0.016273606568574905,9.303447723388672,0.08748798072338104,0.00952737033367157,0.0011901139514520764,2.7988080978393555,0.08785417675971985,0.00041078365757130086
0.011311914771795273,6.49354362487793,0.08803844451904297,0.007400720380246639,3.739478052011691e-05,1.6877808570861816,0.08900850266218185,5.3168536396697164e-05
0.0074178180657327175,6.270468235015869,0.08813384175300598,0.005564425140619278,0.009544407948851585,1.550493597984314,0.08889813721179962,0.005270394962280989
0.008115916512906551,5.66646146774292,0.08845137804746628,0.007110939361155033,0.00017429405124858022,2.909801959991455,0.07954833656549454,0.00013496956671588123
0.009029253385961056,4.918970108032227,0.0876922756433487,0.007151436060667038,0.004370461218059063,8.002437591552734,0.08915184438228607,0.0005136880208738148
0.009034370072185993,8.911649703979492,0.08909519761800766,0.00544709712266922,0.009725651703774929,3.067060947418213,0.0898866057395935,0.005366599652916193
0.009538250975310802,7.275351047515869,0.08693873882293701,0.0069914525374770164,0.009076328948140144,1.3897757530212402,0.08944648504257202,0.0051524764858186245
0.0052120075561106205,5.3927693367004395,0.0869513750076294,0.0030837696976959705,0.006344289518892765,2.256989002227783,0.08868148177862167,0.0030350310262292624
0.0061606732197105885,4.598603248596191,0.08828415721654892,0.0054504526779055595,0.005530988797545433,2.937985897064209,0.08736654371023178,0.0025817593559622765
0.006957020610570908,5.014037132263184,0.08741191029548645,0.006578595843166113,0.001178795238956809,3.7805862426757812,0.08784224092960358,0.00038198422407731414
0.010968681424856186,7.519450664520264,0.0865287035703659,0.007882515899837017,0.001187606598250568,3.737222671508789,0.08872968703508377,0.0003451564989518374
0.01642332226037979,15.334624290466309,0.08864198625087738,0.008548440411686897,0.0016586232231929898,2.8762435913085938,0.08766777068376541,0.0009731947211548686
0.009078620001673698,4.388500213623047,0.08742249757051468,0.006612291093915701,3.066085264435969e-05,2.3861310482025146,0.08921758085489273,4.2623065382940695e-05
0.009987972676753998,6.209369659423828,0.08747027069330215,0.00689329206943512,0.009657595306634903,1.626900315284729,0.08916354179382324,0.00532586220651865
0.0071673584170639515,3.95689058303833,0.08764602988958359,0.005395363084971905,0.010934748686850071,3.5106258392333984,0.08804990351200104,0.005915187299251556
0.004922108259052038,4.782376766204834,0.08833141624927521,0.004328046925365925,0.0016826933715492487,2.7535111904144287,0.0893813818693161,0.0009719538502395153
