accuracy,loss,one_hot_mean_io_u,val_accuracy,val_loss,val_one_hot_mean_io_u
0.19171541929244995,0.1321648508310318,0.0765756294131279,0.23021087050437927,0.1369515359401703,0.08930153399705887
0.2630963623523712,0.1268433928489685,0.09818804264068604,0.28419604897499084,0.132884219288826,0.10341133922338486
0.309573769569397,0.123808853328228,0.10482385754585266,0.32783663272857666,0.13000431656837463,0.10738449543714523
0.34287047386169434,0.1211283728480339,0.10974043607711792,0.3446255028247833,0.12739627063274384,0.11088847368955612
0.3464736342430115,0.1186956912279129,0.11295682191848755,0.35404443740844727,0.12496786564588547,0.11600125581026077
0.37117239832878113,0.11622494459152222,0.12461328506469727,0.36349567770957947,0.12258240580558777,0.12024503946304321
0.35890674591064453,0.11402285844087601,0.1221667155623436,0.3311880826950073,0.12044321000576019,0.1150091215968132
0.3653855323791504,0.11198776215314865,0.12058823555707932,0.34333232045173645,0.11888689547777176,0.11893906444311142
0.34439897537231445,0.11074195802211761,0.11861734837293625,0.34254488348960876,0.1174447312951088,0.11891680210828781
0.34362179040908813,0.10925980657339096,0.12381711602210999,0.30511149764060974,0.11640973389148712,0.11052548885345459
0.3440112769603729,0.1081177145242691,0.12202703952789307,0.3569031059741974,0.11506344377994537,0.12297675758600235
0.36770525574684143,0.1072382852435112,0.12645621597766876,0.35461074113845825,0.11416052281856537,0.15031829476356506
0.33969131112098694,0.10645215958356857,0.12347928434610367,0.340389609336853,0.11351704597473145,0.12721505761146545
0.3364291191101074,0.10568395256996155,0.1239275336265564,0.32369738817214966,0.11343715339899063,0.11822076886892319
0.31081607937812805,0.10525976866483688,0.12009299546480179,0.265336275100708,0.11276745796203613,0.10403263568878174
0.2590586245059967,0.1049288660287857,0.10197699815034866,0.2583097219467163,0.11225428432226181,0.12136814743280411
0.2779287099838257,0.10420209169387817,0.10712931305170059,0.29685938358306885,0.11273429542779922,0.10767489671707153
0.28823959827423096,0.1043514609336853,0.108864426612854,0.2913508117198944,0.11159972846508026,0.1332983672618866
0.2912152111530304,0.10377216339111328,0.11286073923110962,0.2852060794830322,0.11121796816587448,0.10988796502351761
0.30415162444114685,0.10322800278663635,0.11689040809869766,0.3071315288543701,0.11072500795125961,0.118143230676651
0.311843603849411,0.10297704488039017,0.12103114277124405,0.3001993000507355,0.11104847490787506,0.11569434404373169
0.3062109351158142,0.10291235148906708,0.11906587332487106,0.28585895895957947,0.11084684729576111,0.1104433611035347
0.2893615663051605,0.10307712107896805,0.11318377405405045,0.298848956823349,0.11072897166013718,0.13733665645122528
0.3088703751564026,0.10189025849103928,0.1215556263923645,0.28799113631248474,0.10999056696891785,0.11253103613853455
0.29482603073120117,0.10103685408830643,0.1217227354645729,0.2751297950744629,0.11003518104553223,0.11046382039785385
0.3131018579006195,0.1006123274564743,0.12529973685741425,0.29352280497550964,0.10934843122959137,0.11485147476196289
0.31162306666374207,0.10043062269687653,0.12302752584218979,0.2958713173866272,0.1095481663942337,0.11739391088485718
0.3197118937969208,0.1002139076590538,0.12892331182956696,0.29875123500823975,0.10876231640577316,0.11722830682992935
0.3158571422100067,0.09949839115142822,0.12720194458961487,0.3003910779953003,0.1084529235959053,0.11951670795679092
0.3186630308628082,0.09880849719047546,0.13029591739177704,0.3030840754508972,0.10785580426454544,0.11862441152334213
0.3265734314918518,0.09831173717975616,0.13609154522418976,0.3016660511493683,0.10804951936006546,0.11945124715566635
0.3078511953353882,0.09885502606630325,0.12787939608097076,0.317872554063797,0.10748501121997833,0.12545432150363922
0.3333945870399475,0.09851662814617157,0.1358027160167694,0.31200504302978516,0.10719534009695053,0.12259150296449661
0.33686599135398865,0.09778875857591629,0.14160998165607452,0.3261016309261322,0.10650093108415604,0.13195909559726715
0.34566038846969604,0.09643999487161636,0.1463814675807953,0.29794371128082275,0.10687386989593506,0.12070421129465103
0.3304731845855713,0.09595268219709396,0.14364702999591827,0.29008999466896057,0.10642159730195999,0.14811351895332336
0.3441998064517975,0.09517896175384521,0.14739614725112915,0.3311854898929596,0.10539808869361877,0.13597433269023895
0.34504595398902893,0.0948672741651535,0.1498071551322937,0.29785898327827454,0.10606498271226883,0.12892857193946838
0.3375859558582306,0.0952700823545456,0.14805327355861664,0.3416779935359955,0.10580413788557053,0.14918147027492523
0.3517224192619324,0.09602382779121399,0.15509143471717834,0.3035842180252075,0.10614204406738281,0.12657015025615692
0.3391972482204437,0.09448171406984329,0.15149900317192078,0.3261662721633911,0.10473576933145523,0.14067290723323822
0.3553980886936188,0.09337350726127625,0.1595814824104309,0.30052855610847473,0.10517197847366333,0.1278703659772873
0.3514253497123718,0.09324567019939423,0.16028885543346405,0.31833893060684204,0.10414566844701767,0.14075644314289093
0.3536021411418915,0.09295342117547989,0.1632719784975052,0.31558388471603394,0.10449980944395065,0.14031442999839783
0.3563097417354584,0.09220600128173828,0.16880162060260773,0.3225495219230652,0.10484042018651962,0.1677546352148056
0.36665767431259155,0.09410800039768219,0.16761820018291473,0.2951310873031616,0.10602081567049026,0.15913233160972595
0.32549330592155457,0.09577309340238571,0.1487296223640442,0.31610339879989624,0.10446211695671082,0.14021287858486176
0.354436993598938,0.09373609721660614,0.16252271831035614,0.3191334307193756,0.10418057441711426,0.1429332047700882
0.35667097568511963,0.09257978200912476,0.16413752734661102,0.32584819197654724,0.10339400172233582,0.1491246074438095
0.36209771037101746,0.09161090105772018,0.17195768654346466,0.3275895118713379,0.10319408774375916,0.146818608045578
0.3686077892780304,0.09066448360681534,0.17512261867523193,0.31681132316589355,0.10355190932750702,0.17317375540733337
0.3635527491569519,0.09064085781574249,0.17306838929653168,0.3257066607475281,0.10312368720769882,0.18115903437137604
0.3695260286331177,0.09105152636766434,0.17734460532665253,0.3660585880279541,0.10270964354276657,0.1715540736913681
0.36273080110549927,0.09200496226549149,0.172890305519104,0.31648650765419006,0.10320334136486053,0.14587406814098358
0.36964094638824463,0.09031841158866882,0.17828400433063507,0.3334563672542572,0.10291217267513275,0.1856328696012497
0.3749687969684601,0.08981359004974365,0.1811666488647461,0.3572111427783966,0.1018500030040741,0.16531231999397278
0.3813202679157257,0.08936555683612823,0.1833367794752121,0.3126237392425537,0.10287085920572281,0.1734490692615509
0.3765723407268524,0.08885440975427628,0.182766854763031,0.3257586359977722,0.10320840030908585,0.15390758216381073
0.3707103133201599,0.08985856920480728,0.1772741675376892,0.3207052946090698,0.1025063619017601,0.17829783260822296
0.382830411195755,0.08875888586044312,0.18617494404315948,0.3240262567996979,0.10241525620222092,0.17757822573184967
0.37000077962875366,0.0888594314455986,0.17891836166381836,0.33799394965171814,0.10216466337442398,0.15950533747673035
0.3818025290966034,0.08866645395755768,0.1905922144651413,0.3270915746688843,0.1014200821518898,0.15145014226436615
0.3882027268409729,0.08803243190050125,0.1892329305410385,0.3714463710784912,0.10148274898529053,0.17021794617176056
0.38636645674705505,0.08794388175010681,0.19073383510112762,0.3406033217906952,0.10179906338453293,0.15810784697532654
0.38153791427612305,0.0878138467669487,0.18935202062129974,0.3267868757247925,0.10203113406896591,0.15384314954280853
0.38549208641052246,0.08706006407737732,0.1935815066099167,0.33758705854415894,0.10113278776407242,0.1608731746673584
0.3908553719520569,0.08657169342041016,0.19587188959121704,0.3534279465675354,0.10052089393138885,0.1669374704360962
0.39317023754119873,0.08650325983762741,0.19660936295986176,0.33470526337623596,0.10107994824647903,0.16074639558792114
0.39231568574905396,0.0862080454826355,0.1978447437286377,0.33417725563049316,0.10139521211385727,0.19318509101867676
0.3898036777973175,0.08600851893424988,0.19766610860824585,0.3495023250579834,0.1016014963388443,0.2013510763645172
0.3928549587726593,0.08607111126184464,0.19734130799770355,0.3111949563026428,0.10354561358690262,0.1503027081489563
0.3896668255329132,0.08624842762947083,0.19788038730621338,0.3372039198875427,0.10110524296760559,0.16312269866466522
